"행정구역","2021년05월_남_총인구수","2021년05월_남_연령구간인구수","2021년05월_남_0~9세","2021년05월_남_10~19세","2021년05월_남_20~29세","2021년05월_남_30~39세","2021년05월_남_40~49세","2021년05월_남_50~59세","2021년05월_남_60~69세","2021년05월_남_70~79세","2021년05월_남_80~89세","2021년05월_남_90~99세","2021년05월_남_100세 이상","2021년05월_여_총인구수","2021년05월_여_연령구간인구수","2021년05월_여_0~9세","2021년05월_여_10~19세","2021년05월_여_20~29세","2021년05월_여_30~39세","2021년05월_여_40~49세","2021년05월_여_50~59세","2021년05월_여_60~69세","2021년05월_여_70~79세","2021년05월_여_80~89세","2021년05월_여_90~99세","2021년05월_여_100세 이상"
"부산광역시 수영구 민락동(2650080000)","13,760","13,760","1,135","904","1,772","2,036","2,194","2,136","2,110","1,121","325","27","0","14,777","14,777","1,098","881","1,565","2,070","2,130","2,472","2,578","1,319","569","94","1"
"부산광역시 사상구 (2653000000)","106,324","106,324","6,031","7,686","15,269","13,304","15,246","19,930","18,671","8,030","2,042","111","4","104,255","104,255","5,795","7,089","13,302","11,393","13,674","20,072","19,009","9,285","4,047","549","40"
"부산광역시 사상구 삼락동(2653058000)","3,128","3,128","129","157","369","316","389","707","672","305","81","3","0","2,714","2,714","100","132","267","258","288","538","591","367","151","18","4"
"부산광역시 사상구 모라제1동(2653059100)","14,105","14,105","765","1,034","1,940","1,766","1,927","2,636","2,596","1,138","284","19","0","14,087","14,087","774","950","1,657","1,489","1,813","2,790","2,768","1,236","521","72","17"
"부산광역시 사상구 모라제3동(2653059300)","5,167","5,167","133","226","494","415","762","1,118","1,176","626","205","12","0","5,634","5,634","129","212","346","337","498","1,010","1,385","1,087","566","60","4"
"부산광역시 사상구 덕포제1동(2653060000)","4,503","4,503","259","335","606","536","629","918","756","362","98","4","0","4,283","4,283","236","305","427","442","569","834","805","454","190","21","0"
"부산광역시 사상구 덕포제2동(2653061000)","6,564","6,564","346","480","905","766","908","1,230","1,269","538","116","5","1","6,436","6,436","338","439","778","697","782","1,349","1,258","538","216","40","1"
"부산광역시 사상구 괘법동(2653062000)","11,572","11,572","531","556","2,080","1,813","1,507","2,191","1,947","765","177","4","1","10,709","10,709","507","486","2,192","1,459","1,184","1,965","1,802","791","274","46","3"
"부산광역시 사상구 감전동(2653064500)","7,170","7,170","256","355","885","914","1,012","1,498","1,435","635","171","8","1","6,363","6,363","242","314","743","659","721","1,277","1,356","730","270","49","2"
"부산광역시 사상구 주례제1동(2653065000)","7,892","7,892","497","569","1,143","964","1,024","1,499","1,458","584","149","5","0","7,521","7,521","455","516","953","819","977","1,572","1,371","571","243","43","1"
"부산광역시 사상구 주례제2동(2653066000)","11,665","11,665","690","943","2,066","1,630","1,794","1,834","1,693","793","209","12","1","11,653","11,653","712","907","1,978","1,387","1,629","1,996","1,717","862","407","55","3"
"부산광역시 사상구 주례제3동(2653066100)","6,470","6,470","367","545","928","797","909","1,099","1,148","504","163","10","0","6,758","6,758","349","518","844","678","871","1,318","1,248","596","300","36","0"
"부산광역시 사상구 학장동(2653067000)","14,305","14,305","935","1,175","1,882","1,734","2,211","2,571","2,532","1,008","236","21","0","14,295","14,295","880","1,045","1,509","1,570","2,087","2,724","2,658","1,230","537","52","3"
"부산광역시 사상구 엄궁동(2653068000)","13,783","13,783","1,123","1,311","1,971","1,653","2,174","2,629","1,989","772","153","8","0","13,802","13,802","1,073","1,265","1,608","1,598","2,255","2,699","2,050","823","372","57","2"
"부산광역시 기장군 (2671000000)","87,367","87,367","9,629","9,215","9,083","12,297","16,723","12,451","10,264","5,724","1,836","143","2","89,044","89,044","9,243","8,530","8,065","12,401","15,991","12,051","11,769","6,848","3,522","594","30"
"부산광역시 기장군 기장읍(2671025000)","25,694","25,694","1,625","2,255","3,328","2,928","4,029","4,620","3,942","2,112","799","55","1","26,951","26,951","1,448","2,074","2,931","2,625","4,035","4,711","4,467","2,895","1,508","244","13"
"부산광역시 기장군 장안읍(2671025300)","4,592","4,592","213","229","605","604","562","864","857","481","157","19","1","3,968","3,968","197","178","410","423","394","654","800","477","360","71","4"
"부산광역시 기장군 정관읍(2671025600)","40,376","40,376","5,990","5,585","3,337","6,116","9,503","4,442","3,031","1,835","504","33","0","41,341","41,341","5,768","5,176","3,303","6,734","9,150","4,126","3,940","2,097","889","154","4"
"부산광역시 기장군 일광면(2671031000)","12,678","12,678","1,633","920","1,389","2,302","2,081","1,818","1,563","745","205","22","0","12,840","12,840","1,643","892","1,148","2,308","1,965","1,887","1,627","838","447","80","5"
"부산광역시 기장군 철마면(2671033000)","4,027","4,027","168","226","424","347","548","707","871","551","171","14","0","3,944","3,944","187","210","273","311","447","673","935","541","318","45","4"
"대구광역시  (2700000000)","1,184,977","1,184,977","88,761","115,747","169,020","150,980","186,596","206,719","159,410","77,140","28,380","2,107","117","1,217,963","1,217,963","84,508","105,925","147,846","138,337","191,422","215,073","175,859","98,925","51,959","7,723","386"
"대구광역시 중구 (2711000000)","36,106","36,106","2,515","2,556","5,549","5,468","5,322","5,518","4,740","3,049","1,260","114","15","39,027","39,027","2,371","2,418","6,048","5,082","5,183","5,624","5,509","4,189","2,172","372","59"
"대구광역시 중구 동인동(2711051700)","4,114","4,114","139","236","687","625","589","682","600","381","159","15","1","4,214","4,214","163","236","740","522","486","595","628","522","265","51","6"
"대구광역시 중구 삼덕동(2711054500)","3,180","3,180","210","184","824","660","468","338","267","146","74","8","1","3,510","3,510","203","191","1,043","581","418","369","365","207","113","19","1"
"대구광역시 중구 성내1동(2711056500)","2,411","2,411","78","111","634","429","279","327","305","167","70","10","1","2,599","2,599","77","106","846","326","271","273","293","251","122","33","1"
"대구광역시 중구 성내2동(2711057500)","2,277","2,277","62","91","376","349","252","402","389","249","94","10","3","2,177","2,177","64","89","397","194","221","332","388","304","143","34","11"
"대구광역시 중구 성내3동(2711058500)","2,492","2,492","285","111","288","496","381","337","339","195","57","3","0","2,473","2,473","297","102","263","495","324","341","316","211","106","17","1"
"대구광역시 중구 대신동(2711059500)","3,905","3,905","429","309","425","632","617","572","527","268","116","8","2","4,103","4,103","430","240","386","673","569","632","569","385","175","33","11"
"대구광역시 중구 남산1동(2711064000)","2,407","2,407","137","144","415","322","338","403","330","233","80","4","1","2,634","2,634","119","152","472","305","319","383","386","307","175","16","0"
"대구광역시 중구 남산2동(2711065000)","2,044","2,044","123","133","296","324","291","340","250","195","83","6","3","2,255","2,255","131","132","326","332","303","320","285","247","135","32","12"
"대구광역시 중구 남산3동(2711066000)","3,204","3,204","306","273","335","440","543","507","407","277","107","9","0","3,775","3,775","238","279","369","455","584","572","575","449","222","28","4"
"대구광역시 중구 남산4동(2711067000)","5,501","5,501","453","579","654","658","888","834","725","498","195","15","2","6,227","6,227","383","502","616","673","944","984","988","684","384","60","9"
"대구광역시 중구 대봉1동(2711068000)","3,515","3,515","258","307","482","426","524","595","431","293","177","21","1","3,980","3,980","234","333","491","441","579","652","522","439","250","36","3"
"대구광역시 중구 대봉2동(2711069000)","1,056","1,056","35","78","133","107","152","181","170","147","48","5","0","1,080","1,080","32","56","99","85","165","171","194","183","82","13","0"
"대구광역시 동구 (2714000000)","168,209","168,209","12,517","13,839","22,047","23,008","26,163","27,634","24,503","13,245","4,892","334","27","173,521","173,521","12,027","12,521","19,226","20,464","24,891","29,028","28,313","17,091","8,690","1,216","54"
"대구광역시 동구 신암1동(2714051000)","3,724","3,724","147","228","476","391","511","675","666","422","198","10","0","3,800","3,800","131","175","391","262","427","628","773","609","342","56","6"
"대구광역시 동구 신암2동(2714052000)","5,007","5,007","507","445","527","678","922","734","619","400","157","14","4","5,573","5,573","452","400","483","691","896","826","821","625","332","43","4"
"대구광역시 동구 신암3동(2714053000)","4,913","4,913","493","341","547","834","704","739","690","397","160","8","0","4,991","4,991","434","292","520","743","679","761","805","479","237","38","3"
"대구광역시 동구 신암4동(2714054000)","6,004","6,004","185","348","890","785","871","1,180","1,013","531","182","18","1","5,849","5,849","177","291","830","603","683","1,103","1,133","687","303","39","0"
"대구광역시 동구 신암5동(2714054100)","3,072","3,072","103","214","435","301","418","559","565","331","137","7","2","3,414","3,414","107","170","337","254","403","652","738","479","246","26","2"
"대구광역시 동구 신천1.2동(2714055500)","6,232","6,232","390","478","808","762","966","1,030","924","587","267","19","1","6,854","6,854","354","400","706","719","912","1,161","1,226","866","448","58","4"
"대구광역시 동구 신천3동(2714057000)","6,056","6,056","467","581","838","753","915","1,080","813","406","186","13","4","6,214","6,214","416","439","723","743","995","1,075","902","558","320","39","4"
"대구광역시 동구 신천4동(2714058000)","3,699","3,699","76","194","607","612","543","642","560","334","125","5","1","3,700","3,700","80","145","683","454","396","617","687","399","215","22","2"
"대구광역시 동구 효목1동(2714059000)","6,980","6,980","287","439","1,004","782","882","1,260","1,243","744","314","21","4","7,082","7,082","225","365","835","578","805","1,288","1,467","986","466","60","7"
"대구광역시 동구 효목2동(2714060000)","6,566","6,566","319","496","901","817","977","1,093","1,104","605","231","23","0","7,133","7,133","351","469","821","679","953","1,197","1,375","822","405","58","3"
"대구광역시 동구 도평동(2714061500)","2,172","2,172","84","123","398","266","251","381","380","198","86","5","0","1,907","1,907","98","96","201","182","192","352","360","264","140","22","0"
"대구광역시 동구 불로.봉무동(2714062000)","10,585","10,585","1,086","1,172","1,209","1,338","1,997","1,603","1,319","634","212","15","0","10,996","10,996","1,106","1,132","1,021","1,397","2,009","1,670","1,454","773","366","64","4"
"대구광역시 동구 지저동(2714064000)","7,296","7,296","320","467","1,072","852","944","1,379","1,364","669","215","14","0","7,364","7,364","317","422","856","641","800","1,488","1,549","832","412","46","1"
"대구광역시 동구 동촌동(2714065500)","7,944","7,944","426","481","1,162","1,057","1,082","1,398","1,368","698","256","16","0","7,849","7,849","395","440","977","824","931","1,502","1,428","864","429","59","0"
"대구광역시 동구 방촌동(2714067000)","8,712","8,712","409","651","1,268","893","1,138","1,613","1,535","850","336","19","0","9,361","9,361","412","585","1,045","784","1,091","1,868","1,843","1,079","583","68","3"
"대구광역시 동구 해안동(2714068500)","7,741","7,741","373","500","1,043","931","1,061","1,451","1,339","780","249","13","1","7,691","7,691","369","434","841","706","899","1,384","1,518","978","490","70","2"
"대구광역시 동구 안심1동(2714072000)","21,165","21,165","1,906","1,956","2,739","2,889","3,429","3,386","2,957","1,407","462","33","1","21,997","21,997","1,754","1,737","2,422","2,747","3,291","3,563","3,463","1,840","1,020","156","4"
"대구광역시 동구 안심2동(2714073000)","5,649","5,649","311","351","775","736","768","1,048","960","488","196","14","2","5,549","5,549","315","294","605","597","661","1,114","1,059","620","244","40","0"
"대구광역시 동구 안심3동(2714074200)","10,312","10,312","1,194","1,322","1,107","1,467","2,026","1,480","905","588","209","14","0","10,951","10,951","1,185","1,352","1,059","1,545","2,195","1,411","1,101","724","334","44","1"
"대구광역시 동구 안심4동(2714074700)","14,520","14,520","1,266","1,520","2,039","2,149","2,411","2,257","1,735","854","265","22","2","14,791","14,791","1,197","1,426","1,793","1,924","2,472","2,394","1,976","1,058","495","56","0"
"대구광역시 동구 혁신동(2714075500)","9,273","9,273","1,535","767","880","2,308","1,883","801","715","304","74","6","0","9,482","9,482","1,474","746","1,024","2,200","1,662","969","817","388","170","30","2"
"대구광역시 동구 공산동(2714076000)","10,587","10,587","633","765","1,322","1,407","1,464","1,845","1,729","1,018","375","25","4","10,973","10,973","678","711","1,053","1,191","1,539","2,005","1,818","1,161","693","122","2"
"대구광역시 서구 (2717000000)","84,423","84,423","3,711","5,445","11,589","9,764","11,933","16,897","14,877","7,553","2,510","129","15","84,281","84,281","3,501","5,080","9,481","7,450","10,285","16,531","16,916","9,704","4,656","632","45"
"대구광역시 서구 내당1동(2717051000)","4,222","4,222","173","261","696","533","560","767","701","393","130","7","1","4,328","4,328","135","223","620","416","498","864","842","458","240","26","6"
"대구광역시 서구 내당2.3동(2717052500)","4,872","4,872","160","273","650","559","704","974","879","487","176","8","2","5,161","5,161","150","242","596","383","560","980","1,103","733","375","36","3"
"대구광역시 서구 내당4동(2717054000)","8,146","8,146","350","606","1,282","1,117","1,088","1,376","1,358","711","237","21","0","8,689","8,689","359","569","1,114","861","1,102","1,661","1,673","868","420","62","0"
"대구광역시 서구 비산1동(2717055000)","5,007","5,007","146","330","665","505","737","1,088","905","462","161","6","2","4,774","4,774","145","293","467","354","565","1,000","963","651","292","42","2"
